"YearBuilt","YearRemodeled","Condition","NumStories","FinSqFt","Bedroom","FullBath","HalfBath","TotalRooms","LotSize","TotalValue","City"
1983,NA,"Average",1.5,2248,4,2,1,8,2.3,346300,"CHARLOTTESVILLE"
1987,2015,"Good",1.5,2417,3,4,0,8,3.717,364500,"CHARLOTTESVILLE"
1987,NA,"Good",1.5,1254,3,2,0,6,4.031,232200,"CHARLOTTESVILLE"
1992,NA,"Average",1.5,2209,4,2,1,8,4.26,392000,"CHARLOTTESVILLE"
1964,NA,"Average",2,3961,3,3,0,12,11.45,856000,"CHARLOTTESVILLE"
1990,NA,"Good",1.5,1564,3,2,0,6,2.33,264200,"CHARLOTTESVILLE"
1992,NA,"Average",1.5,1596,3,2,1,6,2.26,256900,"CHARLOTTESVILLE"
1990,NA,"Average",1,1460,3,2,0,7,2.84,265500,"CHARLOTTESVILLE"
2003,NA,"Average",1.7,2200,3,2,1,7,3.45,326800,"CHARLOTTESVILLE"
1997,NA,"Good",1,1814,3,2,0,7,2,289900,"CHARLOTTESVILLE"
2001,NA,"Average",1.7,2963,4,2,1,8,5.519,474200,"CHARLOTTESVILLE"
2005,NA,"Average",2,2144,4,2,1,8,2.01,308500,"CHARLOTTESVILLE"
1985,NA,"Good",1,1288,3,2,0,6,2.001,254400,"CHARLOTTESVILLE"
1990,NA,"Good",1,2082,4,2,0,7,2.007,338800,"CHARLOTTESVILLE"
1987,NA,"Good",1,1104,3,1,1,5,2.07,229200,"CHARLOTTESVILLE"
1987,NA,"Good",1.7,1826,4,2,0,6,2.041,280900,"CHARLOTTESVILLE"
1989,NA,"Good",1,1104,3,2,0,6,3.13,247300,"CHARLOTTESVILLE"
1989,NA,"Good",1,1104,3,2,0,6,2.319,232400,"CHARLOTTESVILLE"
1988,2018,"Excellent",1.7,1638,4,3,0,8,3.815,286300,"CHARLOTTESVILLE"
1989,NA,"Average",1,1083,2,1,0,4,2.084,247400,"CHARLOTTESVILLE"
1982,NA,"Good",1,1924,3,2,1,7,2.098,360800,"CHARLOTTESVILLE"
1984,NA,"Good",1,1540,3,2,0,6,2.09,313800,"CHARLOTTESVILLE"
2018,NA,"Average",1,240,0,0,0,1,60,421400,"CHARLOTTESVILLE"
1976,NA,"Average",2,2096,4,2,2,7,7.151,359000,"CHARLOTTESVILLE"
1969,NA,"Good",1,1573,3,2,0,6,2.768,303400,"CHARLOTTESVILLE"
2006,NA,"Average",2,2264,4,2,1,8,2.833,417200,"CHARLOTTESVILLE"
2006,NA,"Good",2,2008,4,2,1,8,2.161,337600,"CHARLOTTESVILLE"
1993,NA,"Average",1,1899,3,2,0,7,2.836,247700,"CHARLOTTESVILLE"
1995,NA,"Average",1,1344,4,3,0,7,2.499,217300,"CHARLOTTESVILLE"
1987,NA,"Average",1,1035,3,2,0,6,18.398,261900,"CHARLOTTESVILLE"
2003,NA,"Average",2,2514,4,2,1,8,1.987,346300,"CHARLOTTESVILLE"
1990,NA,"Average",1.7,1900,4,4,0,8,1.987,335800,"CHARLOTTESVILLE"
1989,NA,"Good",1.5,1513,4,3,0,8,1.987,319300,"CHARLOTTESVILLE"
1989,NA,"Good",1.5,1984,4,2,0,8,1.987,347200,"CHARLOTTESVILLE"
2006,NA,"Average",2,2612,4,2,1,8,2.008,440300,"CHARLOTTESVILLE"
2008,NA,"Average",2,2560,4,3,1,8,2.093,475100,"CHARLOTTESVILLE"
2011,NA,"Average",1.7,3005,4,2,1,9,2.314,554300,"CHARLOTTESVILLE"
1997,NA,"Average",1.7,1860,4,2,0,7,3.935,218300,"CHARLOTTESVILLE"
2001,NA,"Average",1.45,1695,3,2,0,5,3.504,301900,"CHARLOTTESVILLE"
2002,NA,"Average",1.3,2258,2,2,0,5,5,289500,"CHARLOTTESVILLE"
1998,NA,"Average",2,1791,3,3,1,8,3.158,320800,"CHARLOTTESVILLE"
2013,NA,"Average",2,2682,4,2,1,10,3.552,495700,"CHARLOTTESVILLE"
2007,NA,"Good",2,2634,4,4,0,10,2.395,446600,"CHARLOTTESVILLE"
1990,NA,"Good",2,2240,3,2,2,7,2.439,410400,"CHARLOTTESVILLE"
1996,NA,"Good",1,1845,3,2,1,7,5.01,375800,"CHARLOTTESVILLE"
1999,NA,"Good",1,1484,3,2,0,7,5.01,257900,"CHARLOTTESVILLE"
1997,NA,"Average",2,4380,4,3,1,7,29.65,889700,"CHARLOTTESVILLE"
1996,NA,"Good",1.5,1530,3,2,1,7,26.921,358700,"CHARLOTTESVILLE"
1996,NA,"Good",1,1457,3,2,0,6,2.099,275400,"CHARLOTTESVILLE"
1972,NA,"Average",1,960,3,1,0,5,0.44,160600,"CHARLOTTESVILLE"
1989,NA,"Average",1,1533,3,3,0,6,6.02,294000,"CHARLOTTESVILLE"
1986,NA,"Average",1,2125,3,2,0,7,2.886,298000,"CHARLOTTESVILLE"
1972,1989,"Average",1,1237,3,1,0,5,2.384,142900,"CHARLOTTESVILLE"
2001,NA,"Average",2,1876,4,2,1,8,5.87,343900,"CHARLOTTESVILLE"
1989,NA,"Good",1.9,1821,3,2,1,6,5.27,296800,"CHARLOTTESVILLE"
1989,NA,"Good",1.7,1660,3,2,1,7,6.39,342100,"CHARLOTTESVILLE"
1995,NA,"Fair",1.7,3464,5,4,1,13,5.481,478300,"CHARLOTTESVILLE"
2007,NA,"Average",1.9,4358,4,3,1,11,6.04,765000,"CHARLOTTESVILLE"
1992,NA,"Average",1.9,2814,4,3,1,9,7.236,625300,"CHARLOTTESVILLE"
2000,NA,"Average",1,2070,3,2,0,7,7.156,494600,"CHARLOTTESVILLE"
1992,NA,"Average",2,2160,3,3,0,7,8.12,432100,"CHARLOTTESVILLE"
1997,NA,"Average",1.5,3280,3,2,1,8,28.941,720400,"CHARLOTTESVILLE"
1999,NA,"Good",1.3,2504,3,2,1,6,36.746,623500,"CHARLOTTESVILLE"
1991,NA,"Average",2,4524,3,2,1,8,21.001,877500,"CHARLOTTESVILLE"
2007,NA,"Average",2,3488,5,2,1,11,21,754600,"CHARLOTTESVILLE"
1988,NA,"Average",1,2126,3,2,0,6,31.122,821200,"CHARLOTTESVILLE"
1961,1997,"Fair",1,888,3,1,0,6,1.58,151000,"CHARLOTTESVILLE"
1938,2003,"Average",1.5,4110,3,3,0,9,10.555,603300,"CHARLOTTESVILLE"
1986,NA,"Average",2,1728,4,3,0,8,2,249200,"CHARLOTTESVILLE"
1992,NA,"Good",1,1712,3,2,0,6,5.25,540800,"CHARLOTTESVILLE"
1999,NA,"Good",1,2140,3,2,1,7,4.02,695900,"CHARLOTTESVILLE"
1996,NA,"Excellent",1.5,1728,3,3,0,6,4.46,272100,"CHARLOTTESVILLE"
2008,NA,"Average",1.5,2614,3,2,2,8,5.82,388400,"CHARLOTTESVILLE"
1990,NA,"Good",1.7,1746,3,2,0,6,3.348,188700,"CHARLOTTESVILLE"
2002,NA,"Average",2,1522,3,2,1,7,2.105,281500,"CHARLOTTESVILLE"
2003,NA,"Average",2,2064,4,3,1,9,4.553,465400,"CHARLOTTESVILLE"
1996,NA,"Good",2,2646,4,2,1,9,2.609,469200,"CHARLOTTESVILLE"
2002,NA,"Average",1.5,2750,4,3,1,10,6.502,567000,"CHARLOTTESVILLE"
2010,NA,"Average",1,1600,4,2,1,9,5.034,662200,"CHARLOTTESVILLE"
1999,NA,"Good",2,1824,3,2,1,6,6.037,348500,"CHARLOTTESVILLE"
1995,NA,"Average",1.9,2322,4,2,1,9,2.27,252200,"CHARLOTTESVILLE"
2008,NA,"Average",2,2512,2,3,0,9,3.079,741100,"CHARLOTTESVILLE"
1957,1990,"Average",1,1824,3,2,0,8,2.087,280200,"CHARLOTTESVILLE"
2009,NA,"Good",1,1456,3,3,0,6,2.001,266900,"CHARLOTTESVILLE"
1980,NA,"Average",2,1648,3,2,0,6,6,260700,"CHARLOTTESVILLE"
1988,NA,"Good",1.7,2390,3,3,0,9,6,410700,"CHARLOTTESVILLE"
1984,NA,"Average",1,1580,3,2,0,5,3,151700,"CHARLOTTESVILLE"
1998,NA,"Average",1,1612,3,2,0,5,3,151500,"CHARLOTTESVILLE"
1999,NA,"Average",1,1331,3,2,0,6,3,135900,"CHARLOTTESVILLE"
1979,NA,"Average",1,1738,4,1,1,8,3,246500,"CHARLOTTESVILLE"
1981,NA,"Fair",1,1084,2,2,0,5,6,208400,"CHARLOTTESVILLE"
1980,NA,"Fair",1,1000,3,1,0,5,3,157200,"CHARLOTTESVILLE"
1981,NA,"Fair",1,1599,4,2,0,7,3,197500,"CHARLOTTESVILLE"
1995,NA,"Average",1,1144,3,2,0,5,3,165100,"CHARLOTTESVILLE"
1975,NA,"Average",1,1050,4,2,0,7,3,211100,"CHARLOTTESVILLE"
1981,2003,"Good",1,1451,5,2,0,9,3,318000,"CHARLOTTESVILLE"
1982,NA,"Average",1,2016,3,2,0,6,80.01,612000,"CROZET"
1992,NA,"Average",1,1281,3,3,1,7,122.624,671000,"CROZET"
1996,NA,"Average",1,3494,4,4,1,7,51.11,1448000,"CROZET"
1992,NA,"Average",1,960,3,2,0,4,10.4,231500,"CROZET"
1952,NA,"Poor",1,144,1,0,0,1,43.836,252000,"CROZET"
1972,2000,"Good",1,1344,3,2,0,5,18.48,401000,"CROZET"
1975,NA,"Average",1.3,1094,3,2,0,6,18.36,258300,"CROZET"
1837,NA,"Average",2,2636,3,2,1,5,5.867,443200,"CROZET"
1987,NA,"Average",1,714,1,2,0,5,28.17,327800,"CROZET"
1986,NA,"Average",1.5,3128,4,3,1,9,5.88,366000,"CROZET"
1985,NA,"Average",1,1225,2,2,0,6,14.26,422000,"CROZET"
1981,NA,"Good",1.3,1712,2,1,1,6,10.8,374900,"CROZET"
1992,NA,"Average",1,806,2,1,0,4,15.01,265900,"CROZET"
1971,1987,"Average",1,6061,4,4,1,9,11.05,644800,"CROZET"
1987,NA,"Good",1.3,1671,2,2,0,4,31.69,524100,"CROZET"
1970,NA,"Good",2,2470,4,3,0,7,2,340800,"CROZET"
2008,NA,"Average",1.9,4307,5,5,0,8,620.43,2421300,"CROZET"
1968,1983,"Good",1,3522,5,5,0,12,231.1,1461400,"CROZET"
1920,NA,"Fair",1,1196,1,1,0,3,2.05,164700,"CROZET"
2019,NA,"Average",1.25,2130,3,2,1,6,2.065,328300,"CROZET"
1991,NA,"Average",1.7,1443,3,2,0,6,8.768,343100,"CROZET"
1994,NA,"Good",2,1759,3,3,0,7,13.966,519700,"CROZET"
1989,NA,"Average",2,3577,4,2,1,10,15.772,728600,"CROZET"
2002,NA,"Good",1,1848,3,2,0,8,21.147,568400,"CROZET"
1968,NA,"Average",1,1071,2,1,0,5,7.65,251200,"CROZET"
1982,NA,"Average",1,1152,3,2,0,5,11.43,311700,"CROZET"
1998,NA,"Good",1.7,3631,4,2,1,10,22.15,790600,"CROZET"
1960,NA,"Fair",1,1400,2,1,0,5,0.602,178200,"CROZET"
1900,1979,"Fair",1.9,1559,3,1,0,6,4,210300,"CROZET"
1987,NA,"Average",1,1680,3,2,0,5,25.82,453400,"CROZET"
1997,NA,"Good",1.7,2059,3,2,1,7,2.15,380800,"CROZET"
1930,NA,"Average",1,1218,3,1,0,6,4.3,245200,"CROZET"
1973,NA,"Poor",1,1000,3,1,0,5,4.01,120100,"CROZET"
1987,NA,"Average",1,2119,3,2,0,4,3,352800,"CROZET"
1991,NA,"Good",1,1144,3,2,0,5,2.121,278300,"CROZET"
2009,NA,"Average",1,2168,3,2,0,6,4.49,548400,"CROZET"
2005,NA,"Average",2,1792,3,2,1,6,2,279500,"CROZET"
2010,NA,"Average",1,1809,3,2,1,7,2.9,491200,"CROZET"
1950,2007,"Average",1.7,1320,2,2,0,6,2.493,256700,"CROZET"
1972,NA,"Poor",1,960,3,1,0,5,0.862,112300,"CROZET"
1995,NA,"Good",2,3468,4,2,1,8,11.008,706900,"CROZET"
1955,NA,"Average",1,864,3,1,0,5,2.142,188000,"CROZET"
2005,NA,"Average",2,1836,3,2,1,7,2.35,359200,"CROZET"
1994,2019,"Good",2,2578,4,3,0,9,5,506600,"CROZET"
1994,NA,"Average",2,2075,3,3,1,7,5.543,410900,"CROZET"
1995,NA,"Average",1,2406,3,3,1,10,5.357,538400,"CROZET"
1991,NA,"Good",1.5,3151,4,2,2,9,5.5,691000,"CROZET"
1900,1995,"Average",1.3,2629,3,2,1,8,5.5,430400,"CROZET"
1995,NA,"Good",2,1824,4,3,1,7,5.002,389700,"CROZET"
1992,NA,"Average",1.3,2038,3,2,1,7,5.023,380300,"CROZET"
1992,NA,"Average",1,1859,4,3,0,6,5.012,390800,"CROZET"
1990,NA,"Average",2,2058,4,2,1,10,5.023,400900,"CROZET"
1995,NA,"Average",1.9,2297,3,2,1,7,5.015,431800,"CROZET"
1995,NA,"Average",2,2611,3,2,1,8,9.124,553200,"CROZET"
1997,NA,"Average",2,2460,4,2,1,8,9.069,476500,"CROZET"
1997,NA,"Average",2,2704,3,3,1,9,13.963,614100,"CROZET"
2006,NA,"Average",1.5,2450,2,2,1,7,42.03,708600,"CROZET"
1991,NA,"Average",2,3563,5,4,0,11,21,746600,"CROZET"
1991,NA,"Average",1,2494,4,4,1,10,5,599800,"CROZET"
1990,NA,"Average",2,2444,3,2,1,6,5.006,477500,"CROZET"
1993,NA,"Average",1.5,1752,3,2,0,6,5,417500,"CROZET"
2002,NA,"Average",1.5,3543,4,3,1,9,5.227,738500,"CROZET"
1998,NA,"Average",1,2220,3,3,0,9,5,552600,"CROZET"
1993,2020,"Good",2,2212,4,3,1,7,5,435500,"CROZET"
2008,NA,"Average",1,1592,2,2,1,6,21,579100,"CROZET"
2007,NA,"Average",1.9,2516,3,2,1,8,34.566,867800,"CROZET"
1993,NA,"Average",1.9,2736,3,3,0,6,21,722100,"CROZET"
2003,NA,"Average",2,2103,3,3,1,8,5.434,545000,"CROZET"
1990,NA,"Average",2,3435,4,2,1,8,5,598000,"CROZET"
1992,NA,"Average",1.3,2856,2,2,0,8,5.001,519900,"CROZET"
1976,NA,"Good",1,2722,3,2,0,6,39.711,692700,"CROZET"
1919,NA,"Average",1.7,1508,3,1,0,6,86.7,254200,"CROZET"
1939,NA,"Good",1.5,2924,4,3,1,9,7.03,552800,"CROZET"
1950,1984,"Average",1,1375,2,1,0,4,14.192,168300,"CROZET"
2013,NA,"Average",2,2880,3,2,0,8,18.77,465000,"CROZET"
2017,NA,"Average",1.6,4093,4,5,1,8,104.59,1469500,"CROZET"
1928,NA,"Average",1.7,2144,2,1,1,7,91.07,865200,"CROZET"
1948,NA,"Average",1,1036,2,1,0,5,2,175700,"CROZET"
1950,NA,"Average",1,1962,3,2,0,7,2,308600,"CROZET"
1952,NA,"Average",1,1032,3,1,0,5,0.91,259500,"CROZET"
1920,NA,"Average",1.7,2372,4,2,0,8,4.9,531700,"CROZET"
1992,2003,"Good",1.5,3680,3,3,1,8,2.07,760200,"CROZET"
1940,NA,"Very Poor",1.3,1458,3,1,0,5,86.34,116200,"CROZET"
1978,1998,"Average",1,1529,3,3,0,6,2.01,221900,"CROZET"
1936,1981,"Fair",1.3,1752,2,1,0,6,11.36,237700,"CROZET"
2013,NA,"Average",2,1632,3,1,1,6,2,265500,"CROZET"
1971,NA,"Average",1,1512,2,2,0,5,12.74,305900,"CROZET"
2016,NA,"Average",1,1760,3,2,0,7,15.367,600600,"CROZET"
1998,NA,"Average",2,1680,2,2,1,5,15.367,236200,"CROZET"
1948,1988,"Average",1,1084,2,1,0,4,2.001,175700,"CROZET"
1920,NA,"Fair",1.3,756,2,1,0,4,1.41,131200,"CROZET"
1920,2006,"Average",1.9,1714,3,1,1,6,2,236000,"CROZET"
1996,NA,"Average",1.5,2416,3,3,1,9,13.091,829000,"CROZET"
1968,NA,"Average",1,2172,2,2,0,6,31.271,804200,"CROZET"
1933,NA,"Average",2,2724,3,1,1,9,17.9,661400,"CROZET"
1855,2004,"Good",1.75,3488,4,3,0,7,2.468,725200,"CROZET"
1915,1977,"Average",2,1348,2,1,1,5,1.308,202900,"CROZET"
1957,2007,"Average",1,3822,5,5,0,10,76.694,1335400,"CROZET"
1948,NA,"Average",1,1064,3,1,0,5,3.87,205600,"CROZET"
1925,1993,"Good",1.5,2095,3,2,0,6,0.764,333700,"CROZET"
1930,NA,"Fair",1.75,2349,3,2,0,7,49.71,920600,"CROZET"
1920,NA,"Poor",2,2089,3,1,0,6,100,260400,"CROZET"
1959,NA,"Average",1,1488,2,1,0,5,2.18,328100,"CROZET"
1983,NA,"Average",1,1856,3,2,0,7,2,430400,"CROZET"
1921,1971,"Fair",2,2544,4,2,1,8,8.438,503800,"CROZET"
1973,1995,"Average",1,1929,3,2,1,6,2,334400,"CROZET"
1959,NA,"Average",1,1937,4,2,0,8,2,440800,"CROZET"
1962,1995,"Average",1,2166,2,2,0,6,3,431200,"CROZET"
1900,2014,"Good",1.7,2791,3,3,0,7,30.2,915300,"CROZET"
1930,NA,"Fair",1.5,1260,3,1,0,5,55.06,653500,"CROZET"
1992,NA,"Average",1,1628,3,3,0,6,27.97,671000,"CROZET"
1981,NA,"Average",1.7,2488,3,3,0,9,3.64,473400,"CROZET"
1950,NA,"Average",1,936,2,1,0,5,2.012,225500,"CROZET"
1998,NA,"Average",2,1733,2,2,1,6,5,474300,"CROZET"
1984,NA,"Average",1,1752,3,2,0,6,4.709,491000,"CROZET"
2007,NA,"Average",1,2125,3,2,0,7,5.307,694100,"CROZET"
1979,NA,"Average",1,1056,3,1,1,5,4.95,227900,"CROZET"
2012,NA,"Average",1.7,4291,4,4,0,9,16.251,1082800,"CROZET"
2019,NA,"Average",2,2346,4,4,0,9,1.25,446600,"CROZET"
1930,2006,"Average",1,1792,2,1,0,6,5.584,361000,"CROZET"
1956,NA,"Average",1,1260,3,1,1,5,0.945,209200,"CROZET"
1962,NA,"Average",1,1444,4,2,0,7,1.521,240200,"CROZET"
1957,NA,"Average",1.5,1200,3,1,0,6,1,252600,"CROZET"
1974,2002,"Average",1,1056,3,2,0,6,2.003,279300,"CROZET"
1999,NA,"Average",2.5,4818,3,4,2,8,10.337,1215100,"CROZET"
1991,NA,"Average",1,1435,3,2,0,6,3.65,348100,"CROZET"
1939,NA,"Average",1,2085,3,1,1,8,1.8,290900,"CROZET"
1950,NA,"Fair",1,833,3,1,0,5,0.647,121100,"CROZET"
1992,NA,"Average",1.7,2240,4,3,1,9,2.03,375400,"CROZET"
1966,NA,"Average",1,1997,5,3,0,8,19.32,640400,"CROZET"
1989,NA,"Average",1.7,2183,3,2,0,5,3.58,420100,"CROZET"
1930,NA,"Average",1,896,2,1,0,4,5,276300,"CROZET"
1894,2004,"Average",1.7,3534,3,2,0,6,3.5,485900,"CROZET"
1952,NA,"Average",1,1494,3,1,0,6,1.5,278600,"CROZET"
2001,NA,"Average",1.5,3984,7,4,1,11,9.476,848600,"CROZET"
2000,NA,"Average",1,1728,2,1,0,4,10.732,419900,"CROZET"
1920,NA,"Fair",2,2375,4,1,0,8,2,232800,"CROZET"
1979,NA,"Average",1.5,2586,3,3,0,7,10.015,588000,"CROZET"
1912,1977,"Average",2,2280,3,2,1,6,13.79,546700,"CROZET"
1996,NA,"Average",1,1274,3,2,1,5,10,454200,"CROZET"
1986,NA,"Average",1,1652,3,2,0,6,8.327,429600,"CROZET"
1984,NA,"Average",1,1120,2,2,0,6,7.639,341400,"CROZET"
1978,NA,"Average",2,2040,2,2,2,7,6.459,440500,"CROZET"
1976,2002,"Average",1,2048,3,2,0,8,5.085,383200,"CROZET"
1976,NA,"Average",1,1408,2,3,0,5,5,363600,"CROZET"
1978,NA,"Average",1.3,2184,3,4,1,7,15,669000,"CROZET"
1985,NA,"Average",1.5,2820,3,2,0,7,5,498200,"CROZET"
1985,NA,"Average",1.3,1587,2,2,0,5,14.117,536400,"CROZET"
1985,NA,"Average",1.3,2496,4,2,1,8,9.93,753600,"CROZET"
2015,NA,"Average",1.3,4022,3,4,0,8,27.013,1390900,"CROZET"
1991,NA,"Good",2,2824,4,3,0,7,22.11,907500,"CROZET"
1992,NA,"Fair",2,3203,4,4,0,7,9.78,732400,"CROZET"
1999,NA,"Good",1.9,2984,4,3,0,10,23.06,952700,"CROZET"
1996,NA,"Good",1.5,3660,5,2,1,11,6.2,761400,"CROZET"
1999,NA,"Good",1.7,3632,4,3,1,11,6.46,768400,"CROZET"
2021,NA,"Average",1,1536,3,2,0,5,22.62,455200,"CROZET"
2020,NA,"Average",1,2516,3,3,0,7,7,647700,"CROZET"
1962,2019,"Excellent",1,1446,3,1,1,5,0.97,295800,"CROZET"
1966,NA,"Average",1,1148,3,1,0,6,0.923,244200,"CROZET"
1960,2017,"Good",1,1883,4,2,0,8,0.459,259400,"CROZET"
1964,2015,"Excellent",1,960,3,1,0,6,0.459,183900,"CROZET"
2004,NA,"Average",1,1344,3,2,0,9,0.461,232800,"CROZET"
1964,NA,"Average",1,1152,3,2,0,6,0.459,153400,"CROZET"
2004,NA,"Average",1,1344,3,2,0,8,0.459,218700,"CROZET"
1963,NA,"Average",1,1040,3,1,0,5,0.293,136900,"CROZET"
1963,NA,"Average",1,1040,3,1,0,4,0.295,138800,"CROZET"
1963,NA,"Average",1,1040,3,1,0,6,0.293,140300,"CROZET"
1963,NA,"Average",1,1112,3,1,0,5,0.299,145100,"CROZET"
1963,NA,"Average",1,1040,3,1,0,5,0.306,142800,"CROZET"
1963,NA,"Average",1,1172,3,1,0,5,0.298,176400,"CROZET"
1962,NA,"Average",1,1040,3,1,0,5,0.599,162000,"CROZET"
1963,NA,"Average",1,1040,3,1,0,5,0.767,162500,"CROZET"
1963,NA,"Average",1,1040,3,1,0,5,0.694,160200,"CROZET"
1963,NA,"Average",1,1747,4,2,0,7,0.658,219600,"CROZET"
2007,NA,"Average",1,1344,3,2,0,6,6.057,307100,"CROZET"
1972,NA,"Average",1,2043,3,2,0,6,0.977,328900,"CROZET"
1968,NA,"Average",1,1376,5,3,0,10,0.459,227100,"CROZET"
1940,NA,"Average",1.7,1344,3,1,0,6,0.689,119400,"CROZET"
1983,NA,"Average",1,1300,3,2,0,5,2,292900,"CROZET"
1978,NA,"Average",1,1122,3,2,0,6,2.37,278300,"CROZET"
1983,NA,"Average",1,1200,3,2,0,6,2.89,292800,"CROZET"
1900,2013,"Excellent",2,1464,2,1,0,5,3.92,347600,"CROZET"
1987,NA,"Average",1,2002,3,2,0,5,2,318800,"CROZET"
1985,NA,"Average",1,1196,3,2,0,5,3.57,309300,"CROZET"
1994,NA,"Average",1,1152,3,2,0,6,3.91,292500,"CROZET"
1986,NA,"Average",1,1320,3,2,0,7,3.42,328000,"CROZET"
1979,2019,"Good",1,1637,3,3,0,7,2.64,354500,"CROZET"
1978,NA,"Average",1,1630,3,2,0,6,2.05,281700,"CROZET"
1979,NA,"Average",1,1460,3,2,0,6,2.36,322400,"CROZET"
1978,NA,"Average",1.9,2108,3,3,0,7,2.58,336300,"CROZET"
1983,NA,"Average",1,1300,3,2,0,6,3,292000,"CROZET"
1986,NA,"Average",1,1196,3,3,0,7,2.88,304600,"CROZET"
1988,NA,"Average",1,1280,3,2,0,5,2.63,287300,"CROZET"
1996,NA,"Average",1,1318,3,2,0,5,2.7,253000,"CROZET"
1987,NA,"Average",1,2578,4,3,0,5,5.18,421200,"CROZET"
1978,NA,"Average",1,1296,3,2,1,7,2.59,292700,"CROZET"
1978,NA,"Average",1,1908,3,2,0,7,2.79,316100,"CROZET"
1924,2004,"Average",1.7,3280,3,2,1,7,5,541500,"CROZET"
2014,NA,"Average",1,1943,3,2,0,7,3.07,464000,"CROZET"
2013,NA,"Average",1,2156,3,2,0,6,2.95,566300,"CROZET"
1983,NA,"Average",1,1200,3,2,0,6,2.58,296700,"CROZET"
1984,NA,"Average",1,1300,3,2,0,6,3.18,326900,"CROZET"
1977,NA,"Good",2,2994,3,3,1,7,2.71,592600,"CROZET"
2005,NA,"Average",1.9,3224,4,3,0,10,2,469800,"CROZET"
1796,1970,"Fair",2,4242,4,3,1,10,2.1,889300,"CROZET"
1965,2011,"Average",1.5,2572,3,2,0,7,1.1,343800,"CROZET"
1965,NA,"Average",1,1380,4,2,1,7,7.45,376800,"CROZET"
1989,NA,"Average",1.75,2382,3,2,1,7,5.801,673700,"CROZET"
2003,NA,"Average",1,2161,2,2,1,7,4.243,685000,"CHARLOTTESVILLE"
1990,NA,"Average",1.9,2748,4,2,1,10,4.236,629600,"CHARLOTTESVILLE"
1960,NA,"Average",1,1828,4,3,0,5,2.22,454800,"CHARLOTTESVILLE"
2021,NA,"Average",2,5276,5,5,2,9,5.67,1624400,"CHARLOTTESVILLE"
2020,NA,"Average",1.75,2501,4,4,1,8,2.27,792300,"CHARLOTTESVILLE"
1962,2002,"Average",1.7,4142,4,5,1,10,7.542,893300,"CHARLOTTESVILLE"
1995,NA,"Good",1,2320,4,2,1,9,7,702400,"CHARLOTTESVILLE"
1964,1991,"Good",1.3,4389,5,5,0,12,13.666,1162500,"CHARLOTTESVILLE"
1974,NA,"Average",1,2539,4,2,1,6,17.192,515200,"CHARLOTTESVILLE"
1979,NA,"Average",1,1816,3,2,0,6,5.374,426400,"CROZET"
1980,NA,"Average",1.3,2962,3,3,1,8,5.462,582200,"CROZET"
1978,NA,"Average",1.3,2315,3,2,1,9,5.041,519300,"CROZET"
1980,NA,"Poor",1,1342,1,1,0,4,5.41,343100,"CROZET"
1981,NA,"Average",1,3194,5,5,0,12,11.14,943500,"CHARLOTTESVILLE"
2003,NA,"Average",1.7,3536,5,4,1,8,5.053,801600,"CHARLOTTESVILLE"
2009,NA,"Average",2,2752,4,2,1,8,2.035,397000,"CHARLOTTESVILLE"
1952,NA,"Fair",1,792,2,1,0,5,2,171600,"CHARLOTTESVILLE"
1963,NA,"Poor",1,1120,4,1,0,7,0.41,119900,"CHARLOTTESVILLE"
2002,NA,"Average",1.9,2088,3,2,1,6,2,300300,"CHARLOTTESVILLE"
1998,NA,"Good",1.9,2192,4,3,1,7,2.004,434200,"CHARLOTTESVILLE"
2012,NA,"Average",1,2078,3,3,1,5,9.547,465600,"CHARLOTTESVILLE"
2001,NA,"Average",1,2937,4,4,1,8,7.79,868200,"CHARLOTTESVILLE"
2002,NA,"Average",1.5,4726,4,5,1,8,10.2,1225900,"CHARLOTTESVILLE"
2001,NA,"Average",2,4675,6,5,1,10,23.67,1357600,"CHARLOTTESVILLE"
2001,NA,"Average",1,3411,3,2,1,9,6.14,896800,"CHARLOTTESVILLE"
2002,NA,"Average",2,3156,5,4,0,10,6.12,789100,"CHARLOTTESVILLE"
2000,NA,"Average",1.5,1983,2,2,1,6,16.848,770900,"CHARLOTTESVILLE"
2000,NA,"Average",1.5,4490,5,3,1,14,11.47,1615400,"CHARLOTTESVILLE"
2000,NA,"Average",1.5,2326,3,2,1,8,10.3,656700,"CHARLOTTESVILLE"
1900,1977,"Fair",1,1007,2,1,0,4,15.48,515900,"CHARLOTTESVILLE"
1958,NA,"Fair",1,1624,4,1,1,7,8.113,416500,"CHARLOTTESVILLE"
1851,1961,"Average",1,852,4,3,0,9,45.26,238200,"CHARLOTTESVILLE"
1870,1984,"Good",1.5,3090,3,2,1,6,169.36,930000,"CHARLOTTESVILLE"
1981,NA,"Average",1,1812,4,3,0,7,2.24,347400,"CHARLOTTESVILLE"
1998,NA,"Average",1,1144,3,2,0,5,2.61,256800,"CHARLOTTESVILLE"
1985,NA,"Average",1,2024,3,2,1,5,2.18,189900,"CHARLOTTESVILLE"
1991,NA,"Average",1.3,3656,5,4,0,11,8.67,545800,"CHARLOTTESVILLE"
2002,NA,"Average",1.3,3719,3,3,1,8,22.914,950800,"CHARLOTTESVILLE"
1995,NA,"Average",1,1100,3,2,0,5,3.217,276600,"CHARLOTTESVILLE"
2017,NA,"Average",2,2260,3,3,1,8,21.697,691100,"CHARLOTTESVILLE"
