dispnum,stday,stmon,styear,endday,endmon,endyear,outcome,settle,fatality,fatalpre,maxdur,mindur,hiact,hostlev,recip,numa,numb,ongo2014,version
3556,22,10,1992,28,10,1992,6,1,4,-9,7,7,17,4,1,1,1,0,5
3557,6,4,1992,25,1,1993,5,3,4,-9,295,295,17,4,1,1,1,0,5
3558,31,3,1992,21,7,1992,6,1,-9,-9,113,113,17,4,1,1,1,0,5
3559,14,7,1992,14,7,1992,5,3,0,0,1,1,15,4,0,1,1,0,5
3560,27,7,1992,2,8,1992,5,3,0,0,7,7,17,4,1,1,1,0,5
3561,13,6,1992,26,10,1993,2,2,2,-9,501,501,17,4,1,1,1,0,5
3563,16,9,1992,21,9,1992,5,3,0,0,6,6,16,4,1,1,1,0,5
3564,26,1,1992,-9,1,1995,5,3,6,-9,1102,1072,17,4,1,2,3,0,5
3565,12,12,1992,12,12,1992,5,3,0,0,1,1,16,4,0,1,1,0,5
3566,5,4,1992,8,9,1992,5,3,0,0,157,157,16,4,1,1,1,0,5
3567,15,4,1992,18,4,1992,5,3,0,0,4,4,7,3,0,1,1,0,5
3568,7,10,1992,2,1,1994,5,3,1,-9,453,453,17,4,1,1,4,0,5
3569,30,9,1992,23,10,1992,6,1,0,0,24,24,14,4,0,1,1,0,5
3570,22,5,1992,22,5,1992,5,3,1,-9,1,1,17,4,1,1,1,0,5
3572,31,5,1992,31,5,1992,5,3,0,0,1,1,16,4,0,1,1,0,5
3573,29,4,1992,4,6,1992,7,1,0,0,37,37,15,4,0,1,1,0,5
3574,1,2,1992,25,12,1992,6,1,-9,-9,329,329,16,4,1,1,1,0,5
3599,2,5,1919,9,6,1919,6,1,-9,-9,39,39,17,4,1,1,1,0,5
3602,9,4,1977,11,4,1977,5,3,0,0,3,3,16,4,0,1,1,0,5
3603,25,6,1977,25,6,1977,5,3,0,0,1,1,16,4,0,1,1,0,5
3604,19,2,1978,19,2,1978,5,3,-9,-9,1,1,17,4,1,1,1,0,5
3606,29,6,1978,12,10,1978,5,3,0,0,106,106,7,3,0,1,1,0,5
3607,6,2,1979,18,2,1979,7,3,0,0,13,13,15,4,0,1,1,0,5
3610,23,9,1980,23,9,1980,5,3,0,0,1,1,7,3,1,1,1,0,5
3612,15,1,1982,15,1,1982,5,3,0,0,1,1,16,4,0,1,1,0,5
3613,3,12,1982,7,12,1982,5,3,0,0,5,5,7,3,0,2,1,0,5
3614,10,4,1983,24,4,1983,5,3,2,-9,15,15,16,4,1,1,1,0,5
3615,28,4,1983,7,5,1983,7,3,0,0,10,10,15,4,1,1,1,0,5
3616,4,9,1983,4,3,1984,5,3,0,0,183,183,7,3,0,1,2,0,5
3617,9,5,1984,23,7,1984,5,3,0,0,76,76,16,4,1,1,6,0,5
3618,7,5,1985,5,11,1985,5,3,-9,-9,183,183,17,4,1,1,1,0,5
3620,28,8,1985,2,12,1985,5,3,0,0,97,97,8,3,1,1,2,0,5
3621,30,9,1985,30,9,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
3622,9,1,1985,6,2,1986,5,3,-9,-9,394,394,17,4,1,1,1,0,5
3625,16,11,1985,16,3,1986,3,3,0,0,121,121,8,3,1,1,4,0,5
3626,27,2,1986,22,4,1986,5,3,1,-9,55,55,16,4,1,1,1,0,5
3628,-9,10,1986,15,3,1987,5,1,6,-9,166,136,20,5,1,1,1,0,5
3629,23,6,1986,-9,7,1986,5,3,-9,-9,39,9,17,4,1,1,1,0,5
3630,1,3,1982,14,6,1982,2,2,6,-9,106,106,20,5,1,1,1,0,5
3631,2,7,1977,17,12,1980,1,2,-9,-9,1265,1265,17,4,1,1,2,0,5
3632,3,12,1980,3,12,1980,5,3,0,0,1,1,8,3,0,1,1,0,5
3633,13,12,1980,15,11,1981,5,3,0,0,338,338,7,3,1,2,1,0,5
3634,27,2,1983,21,12,1984,5,1,-9,-9,664,664,17,4,1,1,4,0,5
3635,10,2,1986,11,9,1987,5,3,-9,-9,579,579,17,4,1,1,2,0,5
3636,13,1,1986,15,4,1986,3,3,-9,-9,93,93,16,4,1,1,1,0,5
3637,7,1,1986,7,1,1986,5,3,0,0,1,1,7,3,0,1,1,0,5
3638,5,10,1987,5,10,1987,5,3,1,-9,1,1,16,4,1,1,1,0,5
3639,14,1,1984,12,7,1984,5,3,-9,-9,181,181,17,4,1,1,1,0,5
3642,-9,8,1870,-9,7,1871,1,2,0,0,365,305,17,4,1,1,1,0,5
3645,18,4,1903,28,4,1904,5,3,0,0,377,377,14,4,0,1,1,0,5
3646,-9,5,1910,-9,4,1911,4,1,0,0,365,306,11,3,0,1,1,0,5
3655,-9,12,1933,-9,1,1934,5,3,0,0,62,2,16,4,0,1,1,0,5
3656,-9,9,1937,-9,1,1938,5,3,0,0,153,94,16,4,0,1,1,0,5
3659,6,11,1971,6,11,1971,5,3,0,0,1,1,12,3,0,1,1,0,5
3699,23,10,1940,23,10,1940,8,4,0,0,1,1,3,2,0,1,1,0,5
3700,1,11,1939,30,11,1939,7,3,0,0,30,30,15,4,0,1,1,0,5
3701,5,11,1939,10,5,1940,9,3,1,-9,188,188,21,5,1,1,1,0,5
3703,5,11,1939,16,5,1940,1,2,0,0,194,194,17,4,1,1,1,0,5
3704,16,2,1940,25,3,1940,5,3,0,0,39,39,12,3,0,1,1,0,5
3705,4,11,1939,9,4,1940,9,3,0,0,158,158,21,5,1,1,1,0,5
3706,26,2,1940,9,4,1940,1,2,2,-9,44,44,17,4,1,1,1,0,5
3707,10,1,1940,20,3,1940,5,3,0,0,71,71,16,4,0,1,1,0,5
3708,24,10,1939,24,10,1939,7,3,0,0,1,1,15,4,0,1,1,0,5
3709,14,12,1939,3,11,1940,6,1,0,0,326,326,15,4,0,1,1,0,5
3713,25,7,1940,25,7,1940,5,3,0,0,1,1,16,4,0,1,1,0,5
3714,8,2,1945,8,2,1945,8,3,0,0,1,1,18,4,0,1,2,0,5
3715,7,2,1945,7,8,1945,5,3,0,0,182,182,18,4,0,1,2,0,5
3716,8,9,1943,9,9,1943,4,3,0,0,2,2,1,2,0,2,1,0,5
3717,9,9,1943,18,10,1943,9,3,-9,-9,40,40,21,5,1,1,1,0,5
3718,25,6,1940,1,7,1940,8,4,1,-9,7,7,14,4,0,1,1,0,5
3719,6,11,1939,4,1,1940,7,1,0,0,60,60,15,4,1,1,1,0,5
3720,5,11,1940,5,11,1940,8,3,0,0,1,1,16,4,0,1,1,0,5
3721,7,4,1942,7,4,1942,8,3,0,0,1,1,16,4,0,1,1,0,5
3722,30,4,1943,30,4,1943,5,3,0,0,1,1,16,4,0,1,1,0,5
3723,5,11,1939,2,3,1940,8,3,0,0,119,119,15,4,0,1,1,0,5
3724,19,11,1939,10,6,1940,9,3,0,0,205,205,21,5,1,1,1,0,5
3725,3,7,1882,15,9,1882,1,2,6,-9,75,75,20,5,1,2,1,0,5
3800,12,6,1940,1,7,1940,8,3,0,0,20,20,16,4,0,1,1,0,5
3801,1,4,1940,18,10,1940,5,3,0,0,201,201,16,4,1,1,1,0,5
3802,15,5,1940,30,10,1940,5,3,0,0,169,169,12,3,0,1,1,0,5
3804,5,11,1939,13,12,1940,5,3,0,0,405,405,16,4,0,1,1,0,5
3805,2,6,1941,2,6,1941,5,3,0,0,1,1,16,4,0,1,1,0,5
3806,7,2,1942,28,4,1944,5,3,0,0,812,812,16,4,1,1,1,0,5
3807,26,7,1940,26,7,1940,7,3,0,0,1,1,15,4,0,1,1,0,5
3809,12,12,1939,12,12,1939,7,3,0,0,1,1,15,4,0,1,1,0,5
3810,10,1,1940,10,1,1940,5,3,0,0,1,1,16,4,0,1,1,0,5
3812,2,4,1940,4,4,1940,7,3,0,0,3,3,15,4,0,1,1,0,5
3813,4,3,1940,6,4,1941,9,3,-9,-9,399,399,21,5,1,3,1,0,5
3814,10,10,1940,-9,12,1940,5,3,-9,-9,83,53,15,4,1,1,1,0,5
3820,15,4,1940,10,6,1940,9,3,0,0,57,57,21,5,0,1,1,0,5
3821,23,5,1940,9,1,1941,4,2,0,0,232,232,17,4,0,1,1,0,5
3822,26,8,1940,22,6,1941,9,3,-9,-9,301,301,21,5,1,1,1,0,5
3823,-9,8,1940,30,8,1940,4,1,0,0,30,1,11,3,0,1,1,0,5
3824,5,8,1940,5,8,1940,7,3,0,0,1,1,15,4,0,1,1,0,5
3825,28,8,1940,22,6,1941,4,2,0,0,299,299,14,4,0,1,1,0,5
3826,24,8,1944,9,9,1944,9,3,-9,-9,17,17,21,5,1,1,2,0,5
3827,26,8,1944,6,9,1944,9,3,-9,-9,12,12,21,5,1,1,1,0,5
3833,13,12,1939,13,12,1939,5,3,0,0,1,1,7,3,0,2,2,0,5
3834,13,12,1939,11,2,1940,5,3,-9,-9,61,61,15,4,1,1,2,0,5
3835,29,5,1940,29,5,1940,5,3,0,0,1,1,16,4,0,1,1,0,5
3836,16,7,1940,22,10,1940,5,3,0,0,99,99,17,4,1,1,1,0,5
3837,1,10,1940,1,10,1940,5,3,0,0,1,1,16,4,0,1,1,0,5
3850,19,1,1940,20,2,1941,5,3,0,0,399,399,17,4,1,2,1,0,5
3851,22,9,1940,20,10,1940,7,3,0,0,29,29,15,4,1,1,1,0,5
3852,14,7,1940,14,7,1940,5,3,0,0,1,1,16,4,0,1,1,0,5
3853,16,6,1940,21,10,1940,8,3,-9,-9,128,128,16,4,1,1,1,0,5
3854,19,9,1940,19,9,1940,5,3,0,0,1,1,16,4,0,1,1,0,5
3855,14,7,1940,27,12,1940,5,3,0,0,167,167,16,4,0,1,1,0,5
3856,11,10,1940,11,10,1940,5,3,0,0,1,1,7,3,0,1,1,0,5
3858,11,10,1940,11,10,1940,4,1,0,0,1,1,7,3,1,2,1,0,5
3860,14,1,1940,2,4,1940,7,3,0,0,80,80,15,4,0,1,1,0,5
3861,11,4,1940,17,5,1940,4,3,0,0,37,37,7,3,0,1,1,0,5
3862,24,11,1940,24,11,1940,5,3,0,0,1,1,16,4,0,1,1,0,5
3863,20,8,1940,29,10,1940,5,3,0,0,71,71,16,4,0,1,1,0,5
3864,3,12,1940,16,12,1940,7,3,0,0,14,14,15,4,0,1,1,0,5
3867,31,1,1941,31,1,1941,7,3,0,0,1,1,15,4,0,1,1,0,5
3868,22,9,1941,7,10,1941,4,3,0,0,16,16,3,2,0,1,1,0,5
3869,19,9,1941,7,10,1941,5,3,0,0,19,19,12,3,0,1,1,0,5
3870,2,1,1941,2,1,1941,5,3,0,0,1,1,11,3,0,1,1,0,5
3871,8,2,1941,8,2,1941,5,3,0,0,1,1,1,2,0,1,1,0,5
3872,8,1,1941,8,1,1941,5,3,0,0,1,1,1,2,0,1,1,0,5
3873,19,5,1941,19,5,1941,5,3,0,0,1,1,16,4,0,1,1,0,5
3875,16,3,1942,16,3,1942,5,3,0,0,1,1,16,4,0,1,1,0,5
3876,17,3,1942,7,8,1942,5,3,0,0,144,144,16,4,0,1,1,0,5
3878,2,8,1942,2,8,1942,5,3,0,0,1,1,18,4,0,1,1,0,5
3881,1,1,1942,30,10,1942,5,3,0,0,303,303,16,4,0,1,1,0,5
3882,21,3,1942,22,3,1942,5,3,0,0,2,2,16,4,0,1,1,0,5
3883,24,2,1942,24,2,1942,5,3,0,0,1,1,16,4,0,1,1,0,5
3884,7,2,1943,7,2,1943,5,3,0,0,1,1,3,2,0,1,1,0,5
3885,18,1,1943,18,1,1943,5,3,0,0,1,1,16,4,0,1,1,0,5
3887,11,12,1943,11,12,1943,5,3,0,0,1,1,16,4,0,1,1,0,5
3900,11,12,1989,11,12,1989,5,3,0,0,1,1,16,4,0,1,1,0,5
3901,12,1,1989,22,12,1989,2,2,3,-9,345,345,16,4,1,1,1,0,5
3904,23,5,1989,29,5,1989,5,3,1,-9,7,7,17,4,1,1,1,0,5
3905,9,4,1989,30,9,1989,5,3,1,-9,175,175,16,4,1,1,1,0,5
3906,11,12,1989,15,12,1989,1,2,0,0,5,5,14,4,0,1,1,0,5
3907,30,11,1989,12,2,1990,5,3,0,0,75,75,7,3,0,1,1,0,5
3908,29,8,1989,29,8,1989,5,3,0,0,1,1,16,4,0,1,1,0,5
3909,12,1,1989,12,1,1989,5,3,0,0,1,1,8,3,1,1,1,0,5
3910,10,4,1989,27,4,1989,5,3,0,0,18,18,16,4,1,1,1,0,5
3911,12,3,1989,12,3,1989,5,3,2,-9,1,1,17,4,1,1,1,0,5
3912,15,11,1989,3,2,1990,6,1,1,-9,81,81,17,4,1,1,1,0,5
3913,20,9,1989,20,9,1989,5,3,0,0,1,1,16,4,1,1,1,0,5
3914,17,2,1989,13,3,1989,5,3,1,-9,25,25,17,4,1,1,1,0,5
3915,3,6,1989,3,6,1989,5,3,0,0,1,1,16,4,0,1,1,0,5
3916,11,2,1989,7,4,1989,5,3,0,0,56,56,16,4,1,1,1,0,5
3917,28,1,1989,28,1,1989,5,3,0,0,1,1,15,4,0,1,1,0,5
3918,15,7,1989,15,7,1989,5,3,0,0,1,1,17,4,1,1,1,0,5
3919,21,5,1989,21,5,1989,5,3,0,0,1,1,16,4,0,1,1,0,5
3920,23,1,1989,22,7,1989,5,3,0,0,181,181,16,4,0,1,1,0,5
3921,25,10,1989,25,10,1989,5,3,0,0,1,1,17,4,1,1,1,0,5
3922,21,10,1989,21,10,1989,5,3,0,0,1,1,16,4,0,1,1,0,5
3950,31,1,1990,-9,5,1990,5,3,0,0,121,91,16,4,1,1,1,0,5
3951,2,10,1990,2,10,1990,5,3,0,0,1,1,16,4,0,1,1,0,5
3952,15,4,1990,24,5,1990,5,1,1,-9,40,40,16,4,1,1,1,0,5
3953,15,11,1989,16,4,1990,5,3,2,-9,153,153,17,4,1,1,1,0,5
3954,4,1,1990,4,1,1990,5,3,0,0,1,1,1,2,0,1,1,0,5
3955,21,2,1990,21,2,1990,5,3,0,0,1,1,16,4,0,1,1,0,5
3956,2,4,1990,28,2,1991,5,3,0,0,333,333,16,4,1,1,1,0,5
3957,28,5,1990,3,3,1991,2,2,6,-9,280,280,20,5,1,2,27,0,5
3958,4,5,1990,3,3,1991,5,3,1,-9,304,304,17,4,1,1,1,0,5
3959,11,2,1990,22,12,1990,6,1,1,-9,315,315,17,4,1,1,1,0,5
3960,8,2,1990,21,2,1990,5,3,1,-9,14,14,17,4,1,1,1,0,5
3961,25,6,1990,29,10,1990,6,1,0,0,127,127,16,4,0,1,1,0,5
3970,-9,2,1991,3,3,1991,5,3,0,0,31,4,7,3,0,1,1,0,5
3971,24,1,1991,24,1,1991,5,3,0,0,1,1,1,2,0,1,1,0,5
3972,29,7,1991,29,7,1991,7,3,0,0,1,1,15,4,0,1,1,0,5
3973,21,5,1991,21,5,1991,5,3,0,0,1,1,16,4,1,1,1,0,5
3974,15,3,1991,31,12,1991,8,4,-9,-9,292,292,17,4,1,3,1,0,5
3975,27,10,1991,5,11,1991,6,1,0,0,10,10,7,3,0,2,1,0,5
3976,27,6,1991,2,8,1991,5,3,0,0,37,37,12,3,1,1,1,0,5
3977,22,8,1991,19,9,1991,5,3,0,0,29,29,12,3,1,1,1,0,5
3978,31,3,1991,-9,4,1991,5,3,0,0,31,2,14,4,0,1,1,0,5
3979,27,1,1991,28,12,1991,5,3,-9,-9,336,336,17,4,1,1,1,0,5
3980,5,8,1991,27,10,1991,5,3,0,0,84,84,16,4,0,1,1,0,5
3981,4,10,1991,4,10,1991,5,3,0,0,1,1,12,3,0,1,1,0,5
3982,7,8,1991,29,8,1991,5,3,0,0,23,23,16,4,1,1,1,0,5
3983,9,2,1991,3,3,1991,5,3,0,0,23,23,8,3,0,1,1,0,5
3984,4,2,1991,30,3,1991,5,3,0,0,55,55,8,3,0,1,1,0,5
3985,1,5,1991,2,9,1991,5,3,-9,-9,125,125,17,4,1,1,1,0,5
3986,21,12,1991,21,12,1991,5,3,1,-9,1,1,16,4,1,1,1,0,5
3987,6,10,1991,13,10,1991,5,1,0,0,8,8,12,3,1,1,1,0,5
3988,2,2,1991,2,2,1991,5,3,0,0,1,1,16,4,1,1,1,0,5
3994,-9,9,1977,13,6,1978,5,1,-9,-9,286,257,17,4,0,1,1,0,5
4001,1,1,1994,23,9,1996,5,3,1,-9,997,997,17,4,1,1,1,0,5
4002,8,2,1995,1,3,1995,5,3,0,0,22,22,16,4,1,1,1,0,5
4003,3,1,1996,8,1,1996,1,2,0,0,6,6,11,3,1,1,1,0,5
4004,24,1,1996,30,1,1996,1,2,0,0,7,7,14,4,1,1,1,0,5
4005,25,6,1996,25,6,1996,5,3,0,0,1,1,17,4,1,1,1,0,5
4006,20,5,1996,22,5,1996,5,3,0,0,3,3,8,3,0,1,1,0,5
4007,17,9,1993,17,7,1999,5,3,6,-9,2130,2130,20,5,1,1,1,0,5
4008,31,5,1995,31,5,1995,5,3,1,2,1,1,17,4,1,1,1,0,5
4009,-9,10,1995,-9,10,1995,6,1,0,0,31,1,15,4,0,1,1,0,5
4010,26,1,1993,20,2,1993,1,2,0,0,26,26,11,3,0,1,1,0,5
4011,8,4,1995,13,6,1995,5,4,0,0,67,67,17,4,1,1,1,0,5
4012,22,12,1995,22,12,1995,5,3,0,0,1,1,1,2,0,1,1,0,5
4013,9,1,1995,9,5,1995,5,3,4,-9,121,121,17,4,1,1,1,0,5
4014,15,10,1993,16,10,1993,5,3,0,0,2,2,12,3,1,1,1,0,5
4015,25,8,1995,23,9,1995,5,3,0,0,30,30,12,3,1,1,1,0,5
4016,18,10,1993,29,9,1994,1,2,0,0,347,347,13,4,1,7,1,0,5
4018,-9,1,1993,-9,4,1993,5,3,1,-9,120,61,17,4,1,1,1,0,5
4019,-9,4,1995,-9,4,1995,5,3,0,0,30,1,16,4,0,1,1,0,5
4020,10,1,1995,16,9,1995,5,3,0,0,250,250,16,4,0,1,1,0,5
4021,3,3,1993,24,3,1993,5,3,0,0,22,22,8,3,1,2,1,0,5
4022,5,11,1993,3,9,1999,5,3,2,-9,2129,2129,17,4,1,1,5,0,5
4023,-9,1,1993,-9,1,1993,5,3,0,0,31,1,8,3,0,1,1,0,5
4024,16,4,1994,28,4,1994,5,3,0,0,13,13,7,3,0,1,1,0,5
4026,4,9,1996,6,9,1996,5,3,0,0,3,3,7,3,0,1,1,0,5
4027,-9,1,1995,13,5,1995,5,3,0,0,133,103,15,4,1,1,1,0,5
4028,-9,12,1996,23,9,1997,5,3,0,0,297,267,15,4,1,1,1,0,5
4029,-9,8,1993,-9,8,1993,5,3,0,0,31,1,7,3,0,1,1,0,5
4030,-9,5,1994,-9,8,1994,5,3,0,0,123,63,15,4,1,1,1,0,5
4031,7,3,1995,16,4,1995,1,1,0,0,41,41,16,4,1,1,1,0,5
4032,30,1,1993,30,1,1993,4,4,0,0,1,1,1,2,1,1,1,0,5
4035,-9,6,1994,14,11,1994,5,3,0,0,167,138,12,3,0,1,1,0,5
4038,22,1,1993,11,4,1993,5,3,1,1,80,80,16,4,1,1,1,0,5
4039,14,10,1993,14,10,1993,5,3,0,0,1,1,16,4,0,1,1,0,5
4040,8,6,1994,8,6,1995,5,3,0,0,366,366,16,4,1,1,1,0,5
4041,10,4,1994,8,9,1994,5,3,1,2,152,152,17,4,1,1,1,0,5
4042,26,11,1993,-9,9,1995,5,3,0,0,674,645,16,4,1,1,1,0,5
4043,1,7,1993,14,8,1994,5,3,1,2,410,410,16,4,1,1,1,0,5
4045,10,3,1995,15,3,1995,5,3,0,0,6,6,7,3,0,1,1,0,5
4046,23,4,1994,13,6,1994,5,3,0,0,52,52,12,3,0,1,2,0,5
4048,26,1,1993,-9,1,1993,8,3,0,0,6,1,7,3,0,1,1,0,5
4050,8,4,1994,-9,4,1994,5,3,0,0,4,4,15,4,1,1,1,0,5
4051,15,2,1993,15,2,1993,5,3,0,0,1,1,7,3,0,1,1,0,5
4052,9,6,1993,12,6,1993,7,3,0,0,4,4,15,4,1,1,1,0,5
4054,3,3,1993,21,2,1994,5,3,2,-9,356,356,17,4,1,6,1,0,5
4055,31,12,1994,-9,5,1995,5,3,0,0,152,122,16,4,0,1,1,0,5
4058,26,6,1993,26,6,1993,5,3,1,1,1,1,17,4,1,1,1,0,5
4060,25,3,1995,25,3,1995,5,3,0,0,1,1,7,3,0,1,1,0,5
4061,21,8,1995,21,8,1995,5,3,0,0,1,1,7,3,1,1,1,0,5
4062,-9,7,1996,-9,7,1996,5,3,0,0,31,1,7,3,0,1,1,0,5
4063,2,9,1996,-9,9,1996,5,3,0,0,29,1,7,3,1,1,1,0,5
4064,-9,7,1995,28,3,1996,5,3,0,0,272,242,11,3,1,1,2,0,5
4065,23,8,1994,-9,10,1994,5,3,0,0,70,40,7,3,0,1,2,0,5
4066,1,2,1993,4,2,1993,5,3,0,0,4,4,8,3,0,1,1,0,5
4067,18,2,1993,18,2,1993,8,3,1,1,1,1,17,4,1,1,1,0,5
4068,26,7,1995,-9,7,1995,5,3,0,0,6,1,14,4,0,1,1,0,5
4069,31,3,1993,7,4,1993,7,1,0,0,8,8,15,4,0,1,1,0,5
4071,23,10,1994,-9,11,1994,8,3,0,0,39,10,11,3,0,1,1,0,5
4072,13,3,1993,25,7,1993,5,3,0,0,135,135,16,4,1,1,1,0,5
4073,11,3,1993,11,3,1993,5,3,0,0,1,1,1,2,0,1,1,0,5
4075,5,3,1993,-9,4,1993,5,3,-9,-9,57,28,17,4,1,1,1,0,5
4076,1,6,1996,29,11,1996,5,3,0,0,182,182,16,4,1,1,1,0,5
4078,5,8,1994,14,4,1997,5,3,-9,-9,984,984,17,4,1,1,1,0,5
4079,8,3,1994,25,3,1996,5,3,2,-9,749,749,17,4,1,1,1,0,5
4081,-9,11,1994,-9,12,1994,5,3,0,0,61,2,11,3,0,1,1,0,5
4082,-9,12,1995,-9,4,1996,5,3,0,0,152,93,16,4,0,1,1,0,5
4083,-9,3,1995,-9,3,1995,5,3,0,0,31,1,12,3,1,1,1,0,5
4084,-9,11,1995,-9,11,1995,8,3,0,0,30,1,11,3,0,1,1,0,5
4085,28,5,1993,28,5,1993,8,3,-9,-9,1,1,17,4,0,1,1,0,5
4086,23,1,1996,23,1,1996,7,2,0,0,1,1,15,4,0,1,1,0,5
4088,-9,2,1999,-9,4,2000,5,3,0,0,455,399,12,3,1,1,2,0,5
4089,25,10,1997,25,10,1997,8,3,-9,-9,1,1,17,4,1,1,1,0,5
4090,17,9,1997,17,9,1997,6,1,0,0,1,1,16,4,0,1,1,0,5
4092,28,12,1995,9,7,1996,5,3,1,-9,195,195,17,4,1,1,1,0,5
4094,6,10,1994,14,11,1995,5,3,0,0,405,405,12,3,0,1,1,0,5
4095,3,6,1996,20,7,2001,5,3,1,3,1874,1874,16,4,1,1,2,0,5
4096,25,8,1997,23,12,1997,6,1,0,0,121,121,14,4,0,1,1,0,5
4097,13,3,1997,13,3,1997,5,3,0,0,1,1,17,4,1,1,1,0,5
4098,24,3,1996,24,3,1996,5,3,0,0,1,1,7,3,0,1,1,0,5
4100,7,5,1995,17,10,1995,1,1,0,0,164,164,7,3,0,1,1,0,5
4101,12,8,1995,12,2,1996,5,3,0,0,185,185,11,3,0,1,1,0,5
4102,12,8,1995,12,2,1996,5,3,0,0,185,185,11,3,0,1,1,0,5
4103,10,1,1994,13,1,1994,4,4,0,0,4,4,8,3,0,1,1,0,5
4104,-9,6,1994,-9,6,1994,5,3,0,0,30,1,16,4,0,1,1,0,5
4105,29,3,1995,29,3,1995,5,3,0,0,1,1,7,3,0,1,1,0,5
4106,20,6,1993,20,6,1993,5,3,0,0,1,1,7,3,0,1,1,0,5
4107,26,2,1997,21,3,1997,7,1,0,0,24,24,15,4,0,1,1,0,5
4108,26,3,1997,26,3,1997,5,3,0,0,1,1,8,3,0,1,1,0,5
4109,17,10,1996,25,10,1996,6,1,0,0,9,9,12,3,0,1,1,0,5
4111,5,8,1998,5,2,1999,5,3,0,0,185,185,11,3,0,1,1,0,5
4113,6,11,1994,6,11,1994,5,3,0,0,1,1,16,4,0,1,1,0,5
4114,23,10,1994,27,1,1995,5,3,1,-9,97,97,17,4,1,1,1,0,5
4116,6,1,1994,-9,1,1994,8,3,0,0,26,1,11,3,0,1,1,0,5
4117,22,10,1997,20,4,1998,5,3,0,0,181,181,12,3,1,1,1,0,5
4118,15,6,1995,3,11,1995,5,3,0,0,142,142,8,3,0,1,1,0,5
4119,3,1,1994,27,11,1994,5,3,1,-9,329,329,17,4,1,1,1,0,5
4121,13,11,1995,15,8,1996,5,3,-9,-9,277,277,17,4,1,1,1,0,5
4122,22,9,1996,17,5,1997,5,3,4,-9,238,238,17,4,1,1,1,0,5
4123,27,9,1997,-9,11,1997,8,3,-9,-9,65,36,17,4,1,1,1,0,5
4124,21,7,1996,-9,1,1999,6,1,-9,-9,925,895,17,4,1,1,1,0,5
4125,16,6,1999,18,7,1999,5,3,0,0,33,33,7,3,1,1,2,0,5
4126,15,2,1996,17,2,1996,5,3,0,0,3,3,7,3,1,1,1,0,5
4127,15,2,1999,19,2,1999,7,3,0,0,5,5,15,4,0,1,1,0,5
4128,-9,8,1998,-9,2,2000,6,1,0,0,578,520,15,4,1,1,1,0,5
4130,-9,1,1997,-9,1,1997,5,3,-9,-9,31,1,17,4,1,1,1,0,5
4132,-9,5,1997,-9,7,1997,5,3,0,0,92,32,15,4,0,1,1,0,5
4133,12,3,1999,6,5,1999,5,3,0,0,56,56,12,3,1,1,1,0,5
4134,27,6,1995,17,7,1995,5,3,1,2,21,21,17,4,1,1,1,0,5
4135,15,8,1997,2,5,1998,5,3,1,-9,261,261,17,4,1,1,1,0,5
4136,3,3,1997,13,9,1997,5,3,0,0,195,195,11,3,0,1,1,0,5
4137,-9,2,1998,10,6,1999,1,2,5,-9,495,468,17,4,1,23,1,0,5
4138,12,1,1999,12,1,1999,5,3,1,3,1,1,17,4,1,1,1,0,5
4140,1,12,1999,-9,7,2000,5,3,0,0,244,214,14,4,1,1,1,0,5
4141,19,2,2000,25,2,2000,6,1,0,0,7,7,17,4,1,1,1,0,5
4143,20,9,1995,-9,7,1996,5,3,0,0,316,286,17,4,1,1,1,0,5
4144,13,5,1997,19,10,1997,5,3,0,0,160,160,16,4,1,1,1,0,5
4145,-9,4,1994,-9,4,1994,8,3,0,0,30,1,15,4,0,1,1,0,5
4146,3,3,1995,-9,3,1995,7,4,0,0,4,4,15,4,1,1,1,0,5
4147,16,7,1998,-9,8,1998,5,3,0,0,47,17,11,3,1,1,1,0,5
4148,6,3,1996,-9,3,1996,7,4,0,0,26,1,15,4,0,1,1,0,5
4149,30,10,1996,30,10,1996,5,3,0,0,1,1,16,4,0,1,1,0,5
4150,-9,8,1997,26,8,1997,5,3,0,0,26,1,12,3,1,1,1,0,5
4151,24,2,2000,-9,4,2000,5,3,0,0,67,38,15,4,1,1,1,0,5
4152,28,12,2000,13,5,2001,5,3,0,0,137,137,12,3,0,1,1,0,5
4154,-9,4,1997,28,5,1997,5,3,0,0,58,29,16,4,0,1,1,0,5
4155,8,8,1999,-9,8,1999,5,3,0,0,24,1,15,4,0,1,1,0,5
4156,3,6,2000,-9,9,2000,5,3,0,0,120,1,12,3,1,1,1,0,5
4158,20,3,1995,10,7,1995,5,3,0,0,113,113,14,4,0,1,1,0,5
4159,5,9,1995,5,9,1995,5,3,0,0,1,1,11,3,0,1,1,0,5
4160,8,8,1998,-9,11,1998,5,4,-9,-9,115,86,17,4,1,1,1,0,5
4161,16,5,1999,16,5,1999,5,3,-9,-9,1,1,16,4,0,1,1,0,5
4162,7,9,1994,14,9,1994,4,2,0,0,8,8,11,3,1,1,1,0,5
4164,14,2,1994,31,5,1994,5,3,0,0,107,107,7,3,0,1,1,0,5
4165,12,6,1995,13,6,1995,5,3,-9,-9,2,2,17,4,1,1,1,0,5
4166,3,2,1996,4,5,1997,5,3,2,-9,457,457,17,4,1,1,1,0,5
4168,13,5,1995,13,5,1995,5,3,1,11,1,1,17,4,1,1,1,0,5
